,date,link,word_count,inner_html,headline,petrol,hsd,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative,gemini_headline_very_positive,gemini_headline_positive,gemini_headline_neutral,gemini_headline_negative,gemini_headline_very_negative,gemini_text_very_positive,gemini_text_positive,gemini_text_neutral,gemini_text_negative,gemini_text_very_negative,openai_headline_overall_sentiment,gemini_headline_overall_sentiment,gemini_text_overall_sentiment,openai_text_overall_sentiment
72,2021-11-16,https://epaper.brecorder.com/2021/11/16/12-page/907866-news.html,270.0,"prime minister rejected a summary sent by the Oil and Gas Regulatory Authority (OGRA) recommending a hike in the price of petroleum products for the remaining days of November. The regulatory authority had proposed Rs5 per litre increase in the petrol and High Speed Diesel (HSD) price. Following the prime minister’s decision, the petrol price to remain unchanged at Rs145.82 per litre and that the price of diesel will remain Rs142.62 per litre. The prices of kerosene oil and light diesel oil also remained unchanged at Rs116.53 per litre and Rs114.07 per litre respectively. On November 5, the government increased petroleum prices to an all-time high with the prime minister claiming that the petroleum prices in Pakistan are the cheapest among oil-importing countries. Addressing a public gathering in Attock on November 5, he said that the prices were at low level in the country as the government had slashed taxes and levies on it. Finance Division has adjusted the rates of general sale tax (GST) on petroleum products, however, the petroleum levy (PL) has been kept at the same level at November 5, 2021. The government has abolished the GST on petrol which was 1.43 percent or Rs 2.06 per litre till November 15. The GST on HSD has increased to 7.20 percent from 6.75 percent. On SKO the rate of GST also revised upward from 6.70 percent to 8.19 percent and 0.20 percent to 0.40 percent on LDO. The rate of PL on petrol is Rs 9.62 per litre, Rs 9.14 on HSD, Rs 2.06 per litre on Kerosene Oil and no PL on Light Diesel Oil (LDO).—WASIM IQBAL",Prices of POL products remain unchanged,144.82,141.62,0.0,0.1,0.8,0.05,0.05,0.1,0.25,0.4,0.2,0.05,0.01,0.05,0.9,0.03,0.01,0.35,0.25,0.3,0.1,0.0,-0.05,0.02,0.85,0.1499999999999999
73,2021-11-05,https://epaper.brecorder.com/2021/11/05/1-page/906598-news.html,36.0,"The government has again increased the petroleum products’ prices late Thursday night. The petrol’s new price has been notified at Rs145.82. The high speed diesel price has been raised to Rs 142.62. Copyright Business Recorder, 2021",POL products’ prices again increased,140.82,137.62,0.0,0.05,0.15,0.4,0.4,0.0,0.05,0.65,0.25,0.05,0.0,0.0,0.05,0.6,0.35,0.0,0.0,0.75,0.2,0.05,-1.15,-1.2999999999999998,-0.3,-0.3
74,2021-10-17,https://epaper.brecorder.com/2021/10/17/1-page/904332-news.html,382.0,"IQBAL ISLAMABAD: The federal government Saturday opted to increase the ex-refinery prices of all petroleum products but maintained the rates of petroleum levy (PL) and General Sales Tax (GST) at the level of first half of October. The Finance Division Saturday morning released a statement, announcing an increase in the ex-depot prices of all petroleum products up to 11 percent with effect from October 16, in a fortnightly review. The government raised the price or petrol by 8.2 percent, the prices of HSD by 10.1 percent, and Kerosene Oil (SKO) by 11 percent ahead of winter, and light diesel oil (LDO) by 8.8 percent. The Finance Division states that it raised the ex-depot price of petrol by Rs10.49 per litre and that of HSD by Rs12.44 per litre. The new price of petrol is Rs137.79 per litre, while the HSD is selling for Rs134.48. The prices of SKO and LDO are increased by Rs10.95 per litre and Rs8.84 per litre, respectively. The new price of SKO is Rs110.26 per litre and LDO is Rs108.35 per litre. The petroleum levy on petrol is Rs5.62 per litre, Rs5.14 per litre on HSD, Rs2.06 on SKO, and no PL on LDO. The government has increased the cost of supply Pakistan State Oil (PSO)/ex-refinery price from Rs102.77 per litre to Rs112.57 per litre on petrol; however, maintained the Pl on petrol at Rs5.62 per litre. The rate of GST increased to Rs8.82 per litre from Rs8.15 per litre. The rates of sales tax on petrol is 6.84 percent, HSD 10.32 percent, SKO 6.70 percent, and LDO 0.20 percent. The average exchange rate applicable on the POL products in the last 15 days is $170.86, which was $169 in second half of September. At present, oil prices have risen $85 a barrel (Global Benchmark Brent) highest since October 2018. Importantly, entire energy chain prices have witnessed a strong surge in the past couple of months due to higher demand for energy inputs and supply bottlenecks,” the statement said. Increase in the prices of Brent Crude and RLNG internationally, the CNG prices in Punjab region also increased from Rs124 per litre to Rs131 per litre with effect from October 1. CNG stations in Sindh are already closed for 10 days due to shortage of gas in the province.","PL, GST rates stay put",145.82,142.62,0.0,0.1,0.8,0.05,0.05,0.0,0.02,0.1,0.55,0.33,0.01,0.08,0.82,0.08,0.01,0.0,0.0,0.35,0.5,0.15,-0.05,-3.469446951953614e-18,-0.8,-1.19
75,2021-09-16,https://epaper.brecorder.com/2021/09/16/1-page/900802-news.html,372.0,"The federal government Wednesday announced a massive increase – up to Rs5.92 per litre - in the ex-depot prices of all petroleum products with effect from September 16. On Wednesday, the Finance Division stated, “owing to the fluctuation in petroleum price in the international market and exchange rate variation, the price of petroleum products raised.” In a fortnightly review of petroleum products for the second half of September, the price of petrol has been increased by Rs5.00 per litre. The new price of petrol is Rs123.30 per litre, which was Rs118.30 per litre or a 4.2 percent increase. Cost of supply of Pakistan State Oil (PSO) has increased to Rs95.41 litre from Rs94.38 per litre. The PL rate has also been revised upward to Rs5.62 per litre from Rs2.11 per litre. Increase in price also effects the GST rate, which has been increased to Rs11.76 per litre from Rs11.28 per litre in the first half of September. The ex-depot price of High Speed Diesel (HSD) has also been increased by Rs5.01 per litre. The new price is Rs120.04 per litre from Rs115.03 per litre or 4.3 percent. The price of kerosene oil (SKO) is also increased by Rs5.46 per litre from Rs86.80 per litre to Rs92.26 per litre or 6.2 percent. The government has maintained the rate of PL maintained at Rs2.06 per litre; however, increased the prescribed price from Rs77.92 per litre to Rs83.05 per litre. The price increase has also increased GST from Rs5.45 per litre to Rs5.79 per litre. The price of light diesel oil (LDO) is also raised to Rs90.69 per litre from Rs84.77 per litre. Rs5.92 per litre or 6.9 percent increased in LDO rate. On Tuesday, the Oil and Gas Regulatory Authority (Ogra) had worked out an increased in the prices of petroleum products. According to the working paper, the regulator had calculated Re1 per litre increase in the ex-depot price of petrol and Rs10.5 per litre hike in the price of HSD. The ex-depot price of LDO and SKO had been calculated to go up by Rs5.50 per litre each. These increases had been worked out because of slightly higher international oil prices and chiefly because of deteriorated exchange rate over the past 15 days.",Massive hike in POL products’ prices,145.82,142.62,0.0,0.05,0.1,0.6,0.25,0.0,0.05,0.15,0.5,0.3,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.55,0.35,0.1,-1.05,-1.4,-0.55,-1.05
76,2021-09-01,https://epaper.brecorder.com/2021/09/01/1-page/898973-news.html,532.0,"The government, on Tuesday, reduced petroleum products’ prices by up to Rs1.50 per litre with effect from September 1, 2021. The Finance Division, on Tuesday, notified reduction in the price of petrol by Rs1.50 per litre. Consequently, petrol will be available at Rs118.30 per litre from September 1, 2021. The government has also notified a change in price for high-speed diesel (HSD), which has been reduced by Rs1.50, now to cost Rs115.03 per litre. Further, the price of kerosene will also fall by Rs1.50, to cost Rs86.80 per litre. Light diesel oil price is reduced by Re1 per litre and will be available at Rs84.77 per litre. According to the notification, despite international price fluctuations in the petroleum products and anticipated increase in future prices, the government has reduced the prices in order to provide maximum relief to the consumers. It further stated that the government is firmly committed to ensure stability in prices of essential commodities and has sustained the price pressure in line with its commitment to common man. It further stated that that petroleum levy is kept at the minimum, which is a clear reflection that government is fully cognisant of the impact of fuel prices on the prices of basic items that affect people, directly. The Oil and Gas Regulatory Authority (OGRA) had worked out a substantial decrease in the prices of petroleum products with effect from September 1, owing to a declining trend in oil prices, globally. Sources said that the oil and gas regulator had recommended a decrease of Rs3.50 per litre in the price of petrol. The price of HSD was recommended to reduce by Rs5 per litre. The prices of kerosene oil (SKO) and Light Diesel Oil (LDO) were also worked out by Rs3 per litre and Rs2 per litre, respectively. The prices of crude oil internationally reduced from $75 per barrel to $70 per barrel in August. The government has adjusted the prices by increasing the rates of petroleum levy on all petroleum products and sale tax also. The petroleum levy on petrol is fixed Rs 2.11 per litre on petrol, Rs 5.14 per litre on HSD, Rs 2.06 on SKo and Rs 1.51 per litre on LDO and Rs 30 per litre on HOBC. The exchange rate is applicable on the products is Rs 164.7 against US dollar. Earlier, the government abolished the PL on petroleum products other than HSD. IFEM is Rs 3.65 per litre on petrol, Rs 0.85 per litre on HSD, Rs 3.43 per litre on SKO and Rs 1.20 per litre on LDO. The government has also increased the LPG cylinders prices for the month of September. The price of LPG is increased by Rs 5 per kg both for domestic and commercial cylinder. Now domestic LPG cylinder is available for Rs 2060 against Rs 2002 in August. Commercial cylinder is available for Rs 7926 against Rs 7703 in August. The FBR has yet not issued new notification on the sales tax rates on POL products for September 2021. Presently the FBR is charging 10.54 percent sales tax on petrol; high speed diesel 17 percent; kerosene 6.70 percent and sales tax on light diesel oil is 0.20 percent.",POL products’ prices reduced,145.82,142.62,0.2,0.6,0.15,0.03,0.02,0.1,0.4,0.35,0.1,0.05,0.0,0.25,0.75,0.0,0.0,0.1,0.45,0.25,0.2,0.0,0.93,0.25,0.45,0.4
77,2021-08-16,https://epaper.brecorder.com/2021/08/16/1-page/897167-news.html,236.0,"The government Sunday announced increase in ex-depot rate of Light Speed Diesel by 1.3 percent and kerosene oil by 0.9 percent with effect from August 16. In a fortnightly review for the second half of August, the Finance Division has kept the prices of petrol and High Speed Diesel (HSD) unchanged by adjusting the cost of supply/ex-refinery prices of petrol and petroleum levy (PL). In a statement, the Finance Division announced that new prices of LDO is Rs 84.67 to Rs 85.77 per litre, an increase by Rs 1.10 per litre and SKO is also increased from Rs 87.49 per litre to Rs 88.30 per litre or Rs 0.80 per litre. The government is charging Rs 3.84 PL on HSD and abolished PL on other petroleum products. Different rates of general sale tax (GST) are applicable on various petroleum products. The rate of GST is currently 10.77 per litre on petrol, 17 percent on HSD, 6.70 percent on SKO, and 0.20 percent on LDO. The Oil and Gas Regulatory Authority had recommended Rs2.50 per litre increase in the price of high-speed diesel and 50 paisa in the price of petrol. The ex-refinery price of petrol is increased from Rs 97.08 per litre to Rs 97.35 per litre or Rs 0.27 per litre and the rate of GST is decreased from Rs 11.65 per litre to Rs 11.42 per litre as compare to first half of August.","Light diesel, kerosene oil prices raised",137.79,134.48,0.0,0.05,0.2,0.5,0.25,0.0,0.05,0.85,0.05,0.05,0.0,0.0,0.75,0.25,0.0,0.0,0.1,0.7,0.2,0.0,-0.95,-0.25,-0.1,-0.1
78,2021-08-01,https://epaper.brecorder.com/2021/08/01/1-page/895417-news.html,251.0,"The federal government Saturday announced raise in the ex-depot prices of petrol by 1.4 percent and kerosene oil (SKO) by 0.4 percent for first half of August in a fortnightly review. The government has opted not to pass on recommended 1.9 percent decrease in the price of high speed diesel (HSD) and 0.3 percent Light Diesel Oil (LDO) but adjusted with taxes in the new ex-depot prices of petroleum products. The prices of HSD and LDO have been kept unchanged. The Finance Division states that the price of petrol has increased by Rs1.71 per litre or 1.4 percent, from Rs118.09 per litre to Rs119.80 per litre. The rate of SKO also increased from Rs87.14 per litre to Rs87.49 per litre or 35 paisa or 0.4 percent. The government has raised the ex-refinery price of petrol from Rs96.05 per litre to Rs97.08 per litre and the general sales tax (GST) rate also increased from Rs11.48 per litre to 11.65 per litre. The government is charging Rs1.90 PL on HSD and abolished PL on other petroleum products. The rate of GST is currently 10.77 per litre on petrol, 17 percent on HSD, 6.70 percent on SKO, and 0.20 percent on LDO. The Oil and Gas Regulatory Authority (Ogra) had worked out hike in rates of petrol by Rs1.71 per litre. The price of SKO had recommended increasing by 35 paisa and reduction in price of LDO by 24 paisa. Similarly, the price of HSD was also recommended to reduce by Rs2.27 per litre.","Ex-depot prices of petrol, kerosene oil increased",127.3,122.04,0.0,0.05,0.2,0.5,0.25,0.0,0.05,0.3,0.45,0.2,0.02,0.03,0.65,0.25,0.05,0.0,0.0,0.55,0.4,0.05,-0.95,-0.2799999999999999,-0.5,-0.8
79,2021-07-16,https://epaper.brecorder.com/2021/07/16/1-page/893610-news.html,227.0,"The government has increased petrol price by Rs5.40 per litre and High-Speed Diesel (HSD) by Rs2.54 per litre, whereas, the prices of kerosene oil and light diesel have been increased by Rs1.39 per litre and Rs1.27 per litre, respectively. According to the Finance Ministry, petrol price has been increased from Rs112.69 per litre to Rs118.09/liter following Rs5.40, High Speed Diesel (HSD) from Rs113.99 per litre to Rs116.53 litre, subsequent to Rs2.54 increase, Kerosene Oil (SKO) from Rs85.75 per litre to Rs87.14 per litre after Rs1.39 increase in per litre price, and light diesel oil Rs83.40 per litre from Rs84.67 per litre subsequent to Rs1.27 per litre increase. The Finance Ministry said the government has been providing maximum relief to consumers by reducing the prices of the petroleum products since April 2021. Although the international oil prices have been on the rise, the government took the decision not to pass on the entire burden of increase to consumers. It further stated that the rates of sales tax and petroleum levy have been adjusted in a manner that maximum relief is provided to consumers. The Ogra had recommended Rs11.50/liter increase in the price of petrol, the prime minister, however, considering providing relief to public and hence has allowed only Rs5.40 litre (absorbing Rs6.10 litre) hike. The new prices of the petroleum products would be applicable from July 16, 2021.",Petrol price hiked by Rs5.40/litre,123.3,120.04,0.0,0.05,0.1,0.6,0.25,0.1,0.2,0.4,0.2,0.1,0.0,0.0,0.35,0.5,0.15,0.03,0.6,0.2,0.15,0.02,-1.05,-0.8,0.47,0.0
80,2021-07-01,https://epaper.brecorder.com/2021/07/01/1-page/891692-news.html,394.0,"Division states that for first half of July, petrol price has been increased by Rs 2 per litre or 1.8 percent. The price of High Speed Diesel (HSD) is also increased by Rs 1.44 per litre or 1.2 percent. The rates of Kerosene Oil (SKO) are also raised by Rs 3.86 per litre or 4.7 percent and Light Diesel Oil (LDO) by Rs 3.72 per litre or 4.6 percent, respectively. The new petrol price is Rs 112.69 per litre from Rs 110.69 per litre. The price of HSD is also increased by Rs 1.44 per litre. The rates of SKO is increased from Rs 81.89 per litre to Rs 85.75 per litre and LDO’s from Rs 79.68 per litre to Rs 83.40 per litre. Sources said that Oil & Gas Regulatory Authority (Ogra), in its summary to the Petroleum Division, had sought increases in prices of petrol by Rs6 and HSD by Rs 3 per litre. Finance Division argued that Oil and Gas Regulatory Authority (OGRA) has been recommending a substantial increase in the prices of petroleum products since May 1, 2021, corresponding to the increase in prices of the petroleum products in the international markets. However, Finance Division states that keeping in view the welfare of general public, the government has absorbed the impact of the increase by making adjustments in sale tax and petroleum levy (PL). Currently, the finance ministry says the petroleum levy rates are at the lowest of last six years. “During the financial year 2020-21, the government has provided Rs 252.41 billion subsidy to consumers by keeping low the petroleum levy rates against the budgeted Rs 30 per litre on all products,” the ministry maintained. Sources in the ministry said the federal government has also collected Rs 390 billion in first ten months (July-April 2021) against a revised estimates of Rs 500 billion under the PL head. The government is also claiming that as compared to neighbours in the region, government is providing petrol and diesel at the lowest level rates. The PSO cost of supply/ex-depot sale price of petrol is increased from Rs81.12 per litre to Rs86.27 per litre. The rates of PL rate on petrol is reduced from Rs 2.97 per litre in June to zero for next 15 days. The volume of sale tax is also reduced from Rs16.08 per litre to Rs15.88 per litre.—WASIM IQBAL",Prices of petroleum products raised,118.3,115.03,0.0,0.05,0.1,0.5,0.35,0.05,0.1,0.6,0.15,0.1,0.0,0.0,0.75,0.2,0.05,0.03,0.35,0.5,0.1,0.02,-1.15,-0.3,0.2699999999999999,-0.1499999999999999
81,2021-06-16,https://epaper.brecorder.com/2021/06/16/1-page/889856-news.html,419.0,"The government has raised the ex-depot prices of petroleum products, on Tuesday, in a bid to achieve a target of Rs500 billion from petroleum levy (PL) budgeted for the current financial year ending on June 30th. The government has announced to raise the ex-depot price of petrol by Rs2.13 per litre or almost two percent and per litre price of High Speed Diesel (HSD) has also been increased by Rs1.79 or 1.6 percent. The prices of other two petroleum products, kerosene oil (SKO) has been increased by Rs1.89 per litre or 2.3 percent and light diesel oil (LD) by Rs2.03 per litre or 2.6 percent. The impact of petroleum products in international market in the last 15 days of June has partially be passed on to consumer by adjusting the rate of PL on the products, which has increased from Rs450 billion to Rs500 billion budgeted in the current financial year. The Oil and Gas Regulatory Authority (Ogra) had computed an increase in rate or petroleum products based on June 1 level of PL, which was Rs4.80 per litre on petrol and Rs8.14 per litre on HSD and 17 percent General Sale Tax (GST). There was no PL on SKO and LDO and GST on both products were also reduced. The new ex-depot price of petrol will be Rs110.69 per litre instead of Rs108.56 per litre, the rate of HSD is also increased from Rs110.76 per litre to Rs112.55 per litre. The price of SKO is increased from Rs80 per litre to Rs81.89 per litre and LDO from Rs77.65 per litre to Rs79.68 per litre. The PL rate on petrol is reduced to Rs 2.97 per litre with effect from June 16 from Rs 4.80 per litre. The cost of PSO supply/ ex-refinery price is increased to Rs 81.12 per litre from Rs 77.47 per litre and GST is increased to Rs 16.08 per litre from Rs 15.77 per litre due to increase in ex-depot price. Sources said that the government also adjusted the PL on HSD which was Rs 8.14 per litre in first half of June and the cost of PSO/ ex-refinery price is also increase. The share of GST in total ex-depot price of HSD also increased. No notification was issued till filing of the story. There is no PL on SKO, however, per litre collection of GST on SKO is reduced to Rs 5.14 per litre from Rs 6.71 per litre. The government is not charging PL on LDO too because of its low consumption.","Prices of petrol, diesel raised to achieve PL target",119.8,116.53,0.0,0.05,0.7,0.2,0.05,0.0,0.05,0.2,0.45,0.3,0.0,0.0,0.45,0.55,0.0,0.0,0.03,0.55,0.4,0.02,-0.25,-0.55,-0.41,-1.0
82,2021-06-01,https://epaper.brecorder.com/2021/06/01/12-page/888141-news.html,243.0,"The federal government has announced that it will keep the prices of petroleum products at the level of May 17 ahead of annual budget 2021-22. In a fortnightly review, the government decided to maintain the prices of petroleum for first half of June with effect from June 1. The Finance Division stated, on Monday, “The prime minister has decided to maintain the prices of petroleum products as they were on May 17, 2021.” The government has not increased the prices of the petroleum products since April 16, 2021 by adjusting general sales tax (GST) and petroleum levy (PL), so that there is no corresponding increase in the prices of essential items and maximum relief is provided to the common man. The prices with effect from June 1, 2021 onwards will be as follows: petrol Rs108.56 per liter, high speed diesel (HSD) Rs110.76 per liter, kerosene oil (SKO) Rs80.00 per liter, and light diesel oil (LDO) Rs77.65 per liter. The government has reduced the PL on HSD. The government has increased the PL on petrol from Rs4.74 per litre to Rs4.80 or 6 paisa per litre. The government had already reduced the GST on SKO and LDO and there is no PL on both the products. The Oil and Gas Regulatory Authority (Ogra) had recommended the government to increase the price of HSD by Rs4.36 per litre. The regulatory body also had worked out 50 paisa increase in the price of SKO and LDO.",POL products’ prices stay unchanged,119.8,116.53,0.0,0.1,0.7,0.15,0.05,0.1,0.3,0.4,0.15,0.05,0.0,0.02,0.96,0.02,0.0,0.25,0.55,0.18,0.02,0.0,-0.15,0.0,1.03,0.25
83,2021-05-18,https://epaper.brecorder.com/2021/05/18/12-page/886415-news.html,416.0,"The federal government has decided to keep the prices of petroleum products unchanged by adjusting the petroleum levy (PL) and the general sale tax (GST) for second half of current month of May. The government claims that the decision to maintain the prices at the level of first half of May will bear a revenue loss of Rs2.77 billion. The Oil and Gas Regulatory Authority had recommended the government to increase the prices of petroleum products up to Rs3.90 per litre, however, the government has decided to maintain the prices at the first half of May. “In order to provide relief to the common man, the prime minister has decided to maintain the prices of petroleum products as they were on May 1, 2021 and a fortnight before that. The government has to adjust the Petroleum levy and sales tax as well on kerosene oil (SKO) and light diesel oil (LDO) to maintain the same prices,” the Finance Division states. Through an SRO 551 (I)/2021, the Federal Board of Revenue (FBR) on Monday reduced sales tax on SKO and LDO, effective from May 1, 2021, to keep prices of the petroleum products unchanged during May. As per the notification dated May 9, 2021, the sales tax on kerosene oil was reduced from 17 percent to 15.44 percent or reduced to Rs7.32 from Rs10.70 per litre on SKO, and from 17 percent to 7.56 percent on LDO. Currently, the government is not charging any PL on both SKO and LDO. The notification said that the standard rate of 17 percent will remain the same for motor spirit and high-speed diesel oil for this month. The oil and gas regulator had calculated increase the ex-depot rate of all petroleum products based at last notified rates of GST and petroleum levy. The regulatory body had recommended the government to increase the price of petrol by Rs1.93 per litre. An increase of Rs3.35 per litre in ex-depot price of high speed diesel (HSD) was also recommended. The regulator further asked to increase the rate of SKO by Rs3.90 per litre and LDO by Rs2.91 per litre. The government has reduced the PL on petrol by Rs1.65 per litre from Rs6.39 per litre to Rs4.74 per litre and cost of supply/ex-refinery price has increased from Rs75.83 to Rs77.48 per litre. The rate of GST on petrol is same at Rs15.77 per litre. The government also maintained the rate of HSD by adjusting rate of PL and cost of supply PSO/ex-refinery prices.",POL products’ prices kept unchanged,118.09,116.53,0.0,0.1,0.8,0.08,0.02,0.1,0.3,0.45,0.1,0.05,0.0,0.04,0.92,0.04,0.0,0.6,0.35,0.05,0.0,0.0,-0.0199999999999999,0.0,1.5499999999999998,0.3
84,2021-05-01,https://epaper.brecorder.com/2021/05/01/8-page/884576-news.html,452.0,"Federal government on Friday announced to keep the prices of petroleum products unchanged for first half of May ahead of Eidul Fitr. The government rejected the recommendations of Oil and Gas Regulatory Authority (OGRA) to increase the prices of all petroleum products up to 13.7 percent for next 15 days with effect from May 1. In a statement Finance Division said, “In line with the vision of the Prime Minister to provide relief to the consumers in the holy month of Ramazan, the government decided not to increase the prices of the petroleum products. The cumulative revenue impact of the decision will be Rs 4.8 billion as the implementation of this proposal requires an adjustment in the rates of petroleum levy (PL) on all petroleum products and a reduction in sales tax as well in case of kerosene oil (SKO) and light diesel oil (LDO). The government was not charging any PL on SKO and LDO. The regulator worked out an increase of Rs 5.76 per litre or 5.2 percent of petrol. The price of HSD to increase by 3.8 percent or Rs 4.18 per litre. The price of SKO also recommended to increase by 6.5 percent or Rs 5.19 per litre and LDO increase by 13.7 percent or Rs 10.64 per litre. The regulator also worked out a reduction in the prices of LPG for the month of May. The decision to reduce the prices of LPG after CP price propane and butane came down from $560 per MT to $530 per MT. The prices of LPG reduced by Rs 12 per kg which led to reduction in the price of LPG cylinder domestically by Rs 146 and commercial cylinder by Rs 562. In May, the LPG per kg reduced from Rs 146 to Rs 133 per kg and price of domestic cylinder also came down from Rs 1719 to Rs 1572. The commercial cylinder also came down to Rs 6050 from Rs 6612. Addition: The government reduced rate of PL on petrol to Rs 6.39 per litre from Rs 11.23 per litre. The GST on petrol, however, remained unchanged at Rs 15.77 per litre notified for second quarter of April. The PSO cost of supply/ ex-refinery price of petrol increased from Rs 70.79 per litre to Rs 75.83 per litre with effect from May 1. The government took a downward revision of PL on SKO for first half of May. The rate of PL on SKO reduced to zero from Rs 3.51 per litre and GST was also reduced to Rs 10.70 per litre from Rs 11.62 per litre. The prescribed price of SKO, however increased to Rs 66.51 per litre from Rs 65.51 per litre for next 15 days.",POL products’ prices remain unchanged,112.69,113.99,0.0,0.1,0.7,0.15,0.05,0.1,0.4,0.35,0.1,0.05,0.005,0.02,0.95,0.02,0.005,0.4,0.35,0.2,0.05,0.0,-0.15,1.734723475976807e-18,1.1,0.4
85,2021-04-16,https://epaper.brecorder.com/2021/04/16/1-page/882475-news.html,422.0,"The federal government has announced, on Thursday, a reduction in ex-depot prices of petroleum products for second half of April owing to reduction in the price of oil globally. Sources said that the federal government reduced the landing cost/ex-refinery prices of petroleum products’, however, maintain the petroleum levy (PL) on petrol and high speed diesel at the level of first half of April. The rates of PL on kerosene oil and light diesel oil have increased. The government has reduced the rate of petrol by Rs1.79 per litre. The rate of high speed diesel (HSD) has also reduced by Rs2.32 per litre. The rate of kerosene oil (SKO) and Light Diesel Oil (LDO) have also reduced by Rs2.06 per litre and 2.21 per litre, respectively. The new ex-depot price of petrol is Rs108.56 per litre instead of Rs110.35 per litre. The price of HSD is fixed at Rs110.76 per litre instead of Rs113.08 per litre. The new rate of SKO is also reduced to Rs80 per litre from Rs82.06 per litre. The rate of LDO is also reduced to Rs77.65 per litre instead of Rs79.86 per litre. The Pl rate at petrol is Rs11.23 per litre. Whereas land price/ex refinery price is reduced from Rs72.28 per litre to Rs70.40 per litre. The Pl rate at HSD has been kept unchanged at Rs15.29 per litre, while ex-refinery price of HSD has been reduced from Rs73.90 per litre to Rs71.50 per litre. The rate of Pl on SKO has been increased by Rs 1.77 per litre from Rs 1.74 per litre to Rs 3.51 and pl on LDO has increased from Rs 1.38 per litre to Rs 3.10 per litre. The Finance Division stated,”In order to provide relief to the consumers during holy month of Ramazan, the government has decided to reduce the prices of the petroleum products with effect from April 16th”. When contacted, an official of the Federal of Revenue (FBR) said that the reduction in prices of petroleum products would have a negative impact on the revenue collection in the second half of April. He further said the reduction in GST would have a negative impact of an estimated Rs3 to 4 billion. Sources said that the federal government has accepted the recommendations of the Oil and Gas Regulatory Authority (OGRA) for reduction of petroleum products for the second half of April. The regulator had worked out on Wednesday, the rates of petroleum products based at 17 percent general sale tax (GST) and PL rate notified for first half of April.",POL products’ prices slashed,110.69,112.55,0.1,0.6,0.25,0.03,0.02,0.1,0.4,0.25,0.2,0.05,0.45,0.5,0.05,0.0,0.0,0.04,0.5,0.35,0.1,0.01,0.73,1.4,0.46,0.3
86,2021-04-01,https://epaper.brecorder.com/2021/04/01/1-page/880013-news.html,371.0,"The federal government Wedn-esday announced a decrease in the rates of petroleum products in the first half of April by reducing the cost of supply of PSO/ex-refinery prices, while keeping petroleum levy unchanged. The government has reduced the price of petrol by Rs1.55 per litre. The price of high speed diesel (HSD) is also slashed by Rs3.00 per litre. The price of kerosene oil (SKO) is reduced by Rs1.55 per litre and light diesel oil (LDO) by Rs1.56 per litre. The Finance Division stated the reduction in the prices of petroleum products. The announcement was made owing to downward trend of Brent internationally. The new prices have been implemented with effect from April 1 till April 15, 2021. The new price of petrol is Rs110.35 per litre instead of Rs111.90 per litre. The price of HSD is now Rs113.08 per litre, which was Rs116.08 per litre. The price of SKO is Rs82.06 per litre, which was Rs83.61 per litre, and price of LDO is Rs79.86 per litre, which was Rs81.42 per litre in March. Cost of supply of PSO/ex-refinery price is reduced by Rs1.76 per litre on petrol. In second half of March, the price was Rs74.04 which is reduced to Rs72.28 per litre. The rate of PL is Rs11.23 per litre at the level of second half of March. There is slight change in general sale tax (GST). It is Rs16.03 per litre which was Rs16.26 in second half of March. The reduction was made in line with the recommendations of the Oil and Gas Regulatory Authority (OGRA). The government has also levy PL at Rs1.74 per litre on SKO, which was zero in last half of March. The GST on SKO is also reduced to Rs11.92 per litre to Rs12.15 per litre. The prescribed price is also down to Rs67.25 per litre from Rs68.59 per litre. The government had increased the prices of SKO and LDO by Rs3.42 per litre and Rs2.19 per liter with effect from March 16 till March 31, 2021. Sources said that the PL on HSD is also increased from Rs12.77 per litre and also revised the ex-refinery price. The regulatory body had recommended to the government to increase the price by Rs5.99 per litre.",POL products’ prices reduced,108.56,110.76,0.1,0.6,0.2,0.05,0.05,0.1,0.6,0.25,0.03,0.02,0.05,0.35,0.6,0.0,0.0,0.01,0.5,0.4,0.09,0.0,0.6499999999999999,0.4499999999999999,0.43,0.73
